LP	Nr produktu 1	Nr produktu 2	Grupa	Nazwa produktu	Producent	Cena netto	Cena brutto
823	OPR.169681	61226380	LM	hera & luna hl0842 col.1 	HERA & LUNA 	267,54	326,3988
824	OPR.169682	61226387	LM	HERA & LUNA HL0842 COL.2 	HERA & LUNA 	67,08	81,8376
825	OPR.169683	61226394	LM	hera & luna hl0842 col.3 	HERA & LUNA 	124,02	151,3044
826	OPR.169684	61226401	LM	HERA & LUNA HL0851 COL.1 	HERA & LUNA 	81,12	98,9664
827	OPR.169685	61226408	LM	hera & luna hl0851 col.2 	HERA & LUNA 	109,98	134,1756
828	OPR.169686	61226415	LM	hera & luna hl0852 col.1 	HERA & LUNA 	187,2	228,384
829	OPR.169687	61226422	LM	HERA & LUNA HL0852 COL.2 	HERA & LUNA 	91,26	111,3372
830	OPR.169688	61226429	LM	hera & luna hl0852 col.3 	HERA & LUNA 	212,94	259,7868
831	OPR.169693	61226464	LM	quest-x qx8742a col.1 	QUEST-X 	247,26	301,6572
832	OPR.169702	61226660	LM	angelo futuro aft873 col.3 	ANGELO FUTURO 	100,62	122,7564
833	OPR.170076	61229502	LM	hera & luna hl851 col.3 	HERA & LUNA 	233,22	284,5284
834	OPR.170082	61229705	LM	angelo futuro aft879 col.2 	ANGELO FUTURO 	248,82	303,5604
835	OPR.170444	61232736	LM	hera & luna hl836 col.3 	HERA & LUNA 	110,76	135,1272
836	OPR.170475	61232960	LM	quest-x qx8794 col.1 	QUEST-X 	231,66	282,6252
837	OPR.170476	61232967	LM	QUEST-X QX8794 COL.2 	QUEST-X 	43,68	53,2896
838	OPR.170477	61232974	LM	QUEST-X QX8794 COL.3 	QUEST-X 	97,5	118,95
839	OPR.170543	61233520	LM	angelo futuro aft839 col.3 	ANGELO FUTURO 	159,12	194,1264
840	OPR.170980	61237349	LM	QUEST-X QX8793 COL.2 	QUEST-X 	60,84	74,2248
841	OPR.171217	61239344	LM	angelo futuro af-t881 col.3 	ANGELO FUTURO 	251,16	306,4152
842	OPR.171218	61239351	LM	angelo futuro af-t891 col.3 	ANGELO FUTURO 	190,32	232,1904
843	OPR.171219	61239358	LM	angelo futuro aft879 col.3 	ANGELO FUTURO 	114,66	139,8852
844	OPR.171221	61239372	LM	HERA & LUNA HL836 COL.1 	HERA & LUNA 	66,3	80,886
845	OPR.171222	61239379	LM	HERA & LUNA HL836 COL.2 	HERA & LUNA 	76,44	93,2568
846	OPR.171226	61239407	LM	angelo futuro aft881 col.1 	ANGELO FUTURO 	249,6	304,512
847	OPR.171227	61239414	LM	ANGELO FUTURO AFT881 COL.2 	ANGELO FUTURO 	86,58	105,6276
848	OPR.171234	61239463	LM	angelo futuro aft885 col.1 	ANGELO FUTURO 	102,96	125,6112
849	OPR.171235	61239470	LM	ANGELO FUTURO AFT885 COL.2 	ANGELO FUTURO 	95,94	117,0468
850	OPR.171236	61239477	LM	angelo futuro aft885 col.3 	ANGELO FUTURO 	237,12	289,2864
851	OPR.171237	61239484	LM	angelo futuro aft891 col.1 	ANGELO FUTURO 	222,3	271,206
852	OPR.171238	61239491	LM	angelo futuro aft891 col.2 	ANGELO FUTURO 	158,34	193,1748
853	OPR.171239	61239498	LM	ANGELO FUTURO AFT892 COL.1 	ANGELO FUTURO 	74,88	91,3536
854	OPR.171240	61239505	LM	angelo futuro aft892 col.2 	ANGELO FUTURO 	230,1	280,722
855	OPR.171241	61239512	LM	angelo futuro aft892 col.3 	ANGELO FUTURO 	259,74	316,8828
856	OPR.171773	61243964	LM	angelo futuro aft882 col.1 	ANGELO FUTURO 	167,7	204,594
857	OPR.171774	61243971	LM	angelo futuro aft882 col.2 	ANGELO FUTURO 	251,94	307,3668
858	OPR.171798	61244139	LM	hera & luna hl0007 col.1 	HERA & LUNA 	125,58	153,2076
859	OPR.171799	61244146	LM	hera & luna hl0007 col.2 	HERA & LUNA 	276,12	336,8664
860	OPR.171800	61244153	LM	hera & luna hl0007 col.3 	HERA & LUNA 	273	333,06
861	OPR.171801	61244160	LM	hera & luna hl0819a col.1 	HERA & LUNA 	252,72	308,3184
862	OPR.171802	61244167	LM	hera & luna hl0819a col.2 	HERA & LUNA 	257,4	314,028
863	OPR.171803	61244174	LM	hera & luna hl0819a col.3 	HERA & LUNA 	305,76	373,0272
864	OPR.171810	61244223	LM	quest-x qx012 col.1 	QUEST-X 	210,6	256,932
865	OPR.171811	61244230	LM	quest-x qx012 col.2 	QUEST-X 	240,24	293,0928
866	OPR.171812	61244237	LM	quest-x qx012 col.3 	QUEST-X 	115,44	140,8368
867	OPR.171877	61244776	LM	rosa del cuore rdc603 c1 	ROSA DEL CUORE 	219,96	268,3512
868	OPR.172051	61246204	LM	angelo futuro aft871 col.1 	ANGELO FUTURO 	127,14	155,1108
869	OPR.172424	61249039	LM	ANGELO FUTURO AF9029 COL.1 	ANGELO FUTURO 	82,68	100,8696
870	OPR.172425	61249046	LM	angelo futuro af9029 col.2 	ANGELO FUTURO 	196,56	239,8032
871	OPR.172426	61249053	LM	angelo futuro af9029 col.3 	ANGELO FUTURO 	106,08	129,4176
872	OPR.172430	61249081	LM	angelo futuro aft909 col.1 	ANGELO FUTURO 	242,58	295,9476
873	OPR.172431	61249088	LM	angelo futuro aft909 col.2 	ANGELO FUTURO 	202,8	247,416
874	OPR.172432	61249095	LM	angelo futuro aft909 col.3 	ANGELO FUTURO 	273,78	334,0116
875	OPR.172436	61249123	LM	hera & luna hl0845 col.1 	HERA & LUNA 	226,98	276,9156
876	OPR.172437	61249130	LM	hera & luna hl0845 col.2 	HERA & LUNA 	119,34	145,5948
877	OPR.172900	61252525	LM	angelo futuro aft901 col.1 	ANGELO FUTURO 	239,46	292,1412
878	OPR.172901	61252532	LM	angelo futuro aft901 col.2 	ANGELO FUTURO 	117	142,74
879	OPR.172902	61252539	LM	ANGELO FUTURO AFT901 COL.3 	ANGELO FUTURO 	45,24	55,1928
880	OPR.172910	61252595	LM	angelo futuro aft917 col.1 	ANGELO FUTURO 	203,58	248,3676
881	OPR.172911	61252602	LM	angelo futuro aft917 col.2 	ANGELO FUTURO 	120,9	147,498
882	OPR.172912	61252609	LM	angelo futuro aft917 col.3 	ANGELO FUTURO 	169,26	206,4972
883	OPR.172988	61253155	LM	angelo futuro aft913 col.1 	ANGELO FUTURO 	290,94	354,9468
884	OPR.172989	61253162	LM	angelo futuro aft913 col.2 	ANGELO FUTURO 	201,24	245,5128
885	OPR.172990	61253169	LM	angelo futuro aft913 col.3 	ANGELO FUTURO 	138,06	168,4332
886	OPR.173063	61253701	LM	angelo futuro aft905 col.2 	ANGELO FUTURO 	239,46	292,1412
887	OPR.173424	61256249	LM	hera & luna hl0852a col.1 	HERA & LUNA 	141,96	173,1912
888	OPR.173425	61256256	LM	hera & luna hl0852a col.2 	HERA & LUNA 	100,62	122,7564
889	OPR.173426	61256263	LM	hera & luna hl0852a col.3 	HERA & LUNA 	146,64	178,9008
890	OPR.173427	61256270	LM	rosa del cuore rdc0832 col.1 	ROSA DEL CUORE 	120,12	146,5464
891	OPR.173428	61256277	LM	rosa del cuore rdc0832 col.2 	ROSA DEL CUORE 	252,72	308,3184
892	OPR.173429	61256284	LM	ROSA DEL CUORE RDC0832 COL.3 	ROSA DEL CUORE 	87,36	106,5792
893	OPR.173430	61256291	LM	ROSA DEL CUORE RDC0833 COL.1 	ROSA DEL CUORE 	63,96	78,0312
894	OPR.173431	61256298	LM	rosa del cuore rdc0833 col.2 	ROSA DEL CUORE 	268,32	327,3504
895	OPR.173432	61256305	LM	rosa del cuore rdc0833 col.3 	ROSA DEL CUORE 	251,16	306,4152
896	OPR.173433	61256312	LM	rosa del cuore rdc0834 col.1 	ROSA DEL CUORE 	270,66	330,2052
897	OPR.173434	61256319	LM	rosa del cuore rdc0834 col.2 	ROSA DEL CUORE 	276,12	336,8664
898	OPR.173435	61256326	LM	rosa del cuore rdc0835 col.1 	ROSA DEL CUORE 	184,08	224,5776
899	OPR.173436	61256333	LM	rosa del cuore rdc0835 col.2 	ROSA DEL CUORE 	265,98	324,4956
900	OPR.173494	61256739	LM	angelo futuro aft905 col.1 	ANGELO FUTURO 	167,7	204,594
901	OPR.173506	61256823	LM	rosa del cuore rdc834 col.3 	ROSA DEL CUORE 	305,76	373,0272
902	OPR.173507	61256830	LM	ROSA DEL CUORE RDC835 COL.3 	ROSA DEL CUORE 	90,48	110,3856
903	OPR.173826	61264411	LM	rosa del cuore rdc1736 col.11 	ROSA DEL CUORE 	115,44	140,8368
904	OPR.173827	61264418	LM	rosa del cuore rdc1736 col.28 	ROSA DEL CUORE 	156,78	191,2716
905	OPR.173941	61265454	LM	hera & luna hl0858 col.1 	HERA & LUNA 	213,72	260,7384
906	OPR.173942	61265461	LM	hera & luna hl0858 col.2 	HERA & LUNA 	179,4	218,868
907	OPR.173943	61265468	LM	hera & luna hl0858 col.3 	HERA & LUNA 	224,64	274,0608
908	OPR.174228	61267477	LM	quest-x qx8798 col.1 	QUEST-X 	159,12	194,1264
909	OPR.174230	61267491	LM	quest-x qx8798 col.3 	QUEST-X 	240,24	293,0928
910	OPR.174231	61267498	LM	quest-x qx8799 col.2 	QUEST-X 	169,26	206,4972
911	OPR.174357	61268394	LM	hera & luna hl0853 col.1 	HERA & LUNA 	205,92	251,2224
912	OPR.174358	61268401	LM	rosa del cuore rdc0841 col.1 	ROSA DEL CUORE 	150,54	183,6588
913	OPR.174359	61268408	LM	rosa del cuore rdc0841 col.2 	ROSA DEL CUORE 	302,64	369,2208
914	OPR.174360	61268415	LM	rosa del cuore rdc0841 col.3 	ROSA DEL CUORE 	156,78	191,2716
915	OPR.174361	61268422	LM	rosa del cuore rdc0842 col.1 	ROSA DEL CUORE 	300,3	366,366
916	OPR.174362	61268429	LM	ROSA DEL CUORE RDC0842 COL.2 	ROSA DEL CUORE 	92,04	112,2888
917	OPR.174363	61268436	LM	rosa del cuore rdc0842 col.3 	ROSA DEL CUORE 	266,76	325,4472
918	OPR.174364	61268443	LM	rosa del cuore rdc0843 col.1 	ROSA DEL CUORE 	197,34	240,7548
919	OPR.174365	61268450	LM	rosa del cuore rdc0843 col.2 	ROSA DEL CUORE 	286,26	349,2372
920	OPR.174366	61268457	LM	rosa del cuore rdc0843 col.3 	ROSA DEL CUORE 	249,6	304,512
921	OPR.174622	61270900	LM	hera & luna hl2677-07 col.2 	HERA & LUNA 	120,9	147,498
922	OPR.174623	61270907	LM	hera & luna hl2677-07 col.1 	HERA & LUNA 	267,54	326,3988
923	OPR.174677	61271285	LM	rosa del cuore rdc0836 col.1 	ROSA DEL CUORE 	260,52	317,8344
924	OPR.174678	61271292	LM	rosa del cuore rdc0836 col.2 	ROSA DEL CUORE 	154,44	188,4168
925	OPR.174679	61271299	LM	rosa del cuore rdc0836 col.3 	ROSA DEL CUORE 	205,14	250,2708
926	OPR.174680	61271306	LM	rosa del cuore rdc0837 col.1 	ROSA DEL CUORE 	304,98	372,0756
927	OPR.174681	61271313	LM	rosa del cuore rdc0837 col.2 	ROSA DEL CUORE 	301,86	368,2692
928	OPR.174682	61271320	LM	rosa del cuore rdc0837 col.3 	ROSA DEL CUORE 	209,82	255,9804
929	OPR.174683	61271327	LM	rosa del cuore rdc0838 col.1 	ROSA DEL CUORE 	159,12	194,1264
930	OPR.174684	61271334	LM	rosa del cuore rdc0838 col.3 	ROSA DEL CUORE 	102,18	124,6596
931	OPR.174692	61271390	LM	ROSA DEL CUORE RDC0847 COL.1 	ROSA DEL CUORE 	60,06	73,2732
932	OPR.174693	61271397	LM	ROSA DEL CUORE RDC0847 COL.2 	ROSA DEL CUORE 	78	95,16
933	OPR.174694	61271404	LM	rosa del cuore rdc0847 col.3 	ROSA DEL CUORE 	202,8	247,416
934	OPR.174695	61271411	LM	rosa del cuore rdc0848 col.1 	ROSA DEL CUORE 	195	237,9
935	OPR.174696	61271418	LM	ROSA DEL CUORE RDC0848 COL.2 	ROSA DEL CUORE 	48,36	58,9992
936	OPR.174697	61271425	LM	rosa del cuore rdc0848 col.3 	ROSA DEL CUORE 	237,9	290,238
937	OPR.174708	61271502	LM	hera & luna hl2639-07 col.3 	HERA & LUNA 	286,26	349,2372
938	OPR.174890	61273168	LM	quest-x qx8799 col.1 	QUEST-X 	216,84	264,5448
939	OPR.174891	61273175	LM	quest-x qx8799 col.3 	QUEST-X 	257,4	314,028
940	OPR.175043	61274820	LM	ANGELO FUTURO AF9033 COL.1 	ANGELO FUTURO 	51,48	62,8056
941	OPR.175044	61274827	LM	angelo futuro af9033 col.2 	ANGELO FUTURO 	170,82	208,4004
942	OPR.175045	61274834	LM	ANGELO FUTURO AF9033 COL.3 	ANGELO FUTURO 	74,1	90,402
943	OPR.175049	61274862	LM	HERA & LUNA HL0856 COL.1 	HERA & LUNA 	57,72	70,4184
944	OPR.175050	61274869	LM	hera & luna hl0856 col.2 	HERA & LUNA 	163,02	198,8844
945	OPR.175051	61274876	LM	hera & luna hl0856 col.3 	HERA & LUNA 	121,68	148,4496
946	OPR.175052	61274883	LM	hera & luna hl0862 col.1 	HERA & LUNA 	166,92	203,6424
947	OPR.175053	61274890	LM	HERA & LUNA HL0862 COL.2 	HERA & LUNA 	61,62	75,1764
948	OPR.175054	61274897	LM	hera & luna hl0862 col.3 	HERA & LUNA 	303,42	370,1724
949	OPR.175055	61274904	LM	hera & luna hl0863 col.1 	HERA & LUNA 	271,44	331,1568
950	OPR.175056	61274911	LM	hera & luna hl0863 col.2 	HERA & LUNA 	134,16	163,6752
951	OPR.175057	61274918	LM	hera & luna hl0863 col.3 	HERA & LUNA 	189,54	231,2388
952	OPR.175058	61274925	LM	hera & luna hl0864 col.1 	HERA & LUNA 	308,88	376,8336
953	OPR.175059	61274932	LM	hera & luna hl0864 col.2 	HERA & LUNA 	146,64	178,9008
954	OPR.175060	61274939	LM	hera & luna hl0864 col.3 	HERA & LUNA 	285,48	348,2856
955	OPR.175061	61274946	LM	hera & luna hl9024 col.1 	HERA & LUNA 	132,6	161,772
956	OPR.175062	61274953	LM	hera & luna hl9024 col.2 	HERA & LUNA 	115,44	140,8368
957	OPR.175063	61274960	LM	hera & luna hl9024 col.3 	HERA & LUNA 	120,12	146,5464
958	OPR.175434	61277788	LM	rosa del cuore rdc0845 col.1 	ROSA DEL CUORE 	294,06	358,7532
959	OPR.175435	61277795	LM	rosa del cuore rdc0845 col.2 	ROSA DEL CUORE 	198,9	242,658
960	OPR.175436	61277802	LM	rosa del cuore rdc0844 col.1 	ROSA DEL CUORE 	120,9	147,498
961	OPR.175437	61277809	LM	ROSA DEL CUORE RDC0844 COL.2 	ROSA DEL CUORE 	73,32	89,4504
962	OPR.175438	61277816	LM	ROSA DEL CUORE RDC0850 COL.1 	ROSA DEL CUORE 	79,56	97,0632
963	OPR.175439	61277823	LM	rosa del cuore rdc0850 col.2 	ROSA DEL CUORE 	202,02	246,4644
964	OPR.175440	61277830	LM	rosa del cuore rdc0850 col.3 	ROSA DEL CUORE 	303,42	370,1724
965	OPR.175661	61279636	LM	hera & luna hl0853 col.2 	HERA & LUNA 	225,42	275,0124
966	OPR.175662	61279643	LM	hera & luna hl0853 col.3 	HERA & LUNA 	180,18	219,8196
967	OPR.175663	61279650	LM	hera & luna hl860 col.1 	HERA & LUNA 	156,78	191,2716
968	OPR.175664	61279657	LM	hera & luna hl860 col.2 	HERA & LUNA 	194,22	236,9484
969	OPR.175666	61279671	LM	hera & luna hl861 col.3 	HERA & LUNA 	246,48	300,7056
970	OPR.175727	61280245	LM	rosa del cuore rdc0838 col.2 	ROSA DEL CUORE 	276,12	336,8664
971	OPR.175753	61280441	LM	hera & luna hl0861 col.1 	HERA & LUNA 	154,44	188,4168
972	OPR.175754	61280448	LM	hera & luna hl0861 col.2 	HERA & LUNA 	273	333,06
973	OPR.175841	61281099	LM	QUEST-X QX8814 COL.1 	QUEST-X 	34,32	41,8704
974	OPR.175858	61281218	LM	angelo futuro aft922 col.1 	ANGELO FUTURO 	173,16	211,2552
975	OPR.175859	61281225	LM	angelo futuro aft924 col.4 	ANGELO FUTURO 	276,9	337,818
976	OPR.175861	61281239	LM	HERA & LUNA HL859 COL.3 	HERA & LUNA 	81,12	98,9664
977	OPR.175868	61281288	LM	angelo futuro af9032 col.2 	ANGELO FUTURO 	230,1	280,722
978	OPR.175870	61281302	LM	angelo futuro aft922 col.3 	ANGELO FUTURO 	168,48	205,5456
979	OPR.175871	61281309	LM	angelo futuro aft924 col.2 	ANGELO FUTURO 	106,86	130,3692
980	OPR.175876	61281344	LM	hera & luna hl859 col.2 	HERA & LUNA 	106,86	130,3692
981	OPR.175877	61281351	LM	HERA & LUNA HL859 COL.4 	HERA & LUNA 	86,58	105,6276
982	OPR.175988	61282415	LM	angelo futuro af9032 col.1 	ANGELO FUTURO 	301,86	368,2692
983	OPR.175989	61282422	LM	angelo futuro af9034 col.1 	ANGELO FUTURO 	135,72	165,5784
984	OPR.175992	61282443	LM	angelo futuro aft924 col.1 	ANGELO FUTURO 	181,74	221,7228
985	OPR.175993	61282450	LM	angelo futuro aft924 col.3 	ANGELO FUTURO 	256,62	313,0764
986	OPR.175998	61282485	LM	HERA & LUNA HL855 COL.3 	HERA & LUNA 	35,1	42,822
987	OPR.176000	61282499	LM	quest-x qx8801 col.3 	QUEST-X 	236,34	288,3348
988	OPR.176002	61282513	LM	quest-x qx8810 col.2 	QUEST-X 	245,7	299,754
989	OPR.176003	61282520	LM	QUEST-X QX8810 COL.3 	QUEST-X 	83,46	101,8212
990	OPR.176006	61282541	LM	quest-x qx8813 col.1 	QUEST-X 	113,88	138,9336
991	OPR.176007	61282548	LM	QUEST-X QX8814 COL.2 	QUEST-X 	77,22	94,2084
992	OPR.176386	61285845	LM	hera & luna hl854 col.1 	HERA & LUNA 	163,02	198,8844
993	OPR.176453	61286314	LM	hera & luna hl854 col.3 	HERA & LUNA 	227,76	277,8672
994	OPR.176478	61286776	LM	angelo futuro af9034 col.3 	ANGELO FUTURO 	268,32	327,3504
995	OPR.176801	61289751	LM	angelo futuro aft922 col.2 	ANGELO FUTURO 	307,32	374,9304
996	OPR.176807	61289793	LM	hera & luna hl0854 col.2 	HERA & LUNA 	177,84	216,9648
997	OPR.176808	61289800	LM	hera & luna hl0855 col.1 	HERA & LUNA 	268,32	327,3504
998	OPR.176809	61289807	LM	hera & luna hl0855 col.2 	HERA & LUNA 	176,28	215,0616
999	OPR.176810	61289814	LM	hera & luna hl0855 col.3 	HERA & LUNA 	106,08	129,4176
1000	OPR.176811	61289821	LM	hera & luna hl0857 col.1 	HERA & LUNA 	247,26	301,6572
1001	OPR.176812	61289828	LM	hera & luna hl0857 col.2 	HERA & LUNA 	183,3	223,626
1002	OPR.176813	61289835	LM	hera & luna hl0857 col.3 	HERA & LUNA 	159,9	195,078
1003	OPR.177007	61291221	LM	quest-x qx8801 col.1 	QUEST-X 	131,04	159,8688
1004	OPR.177008	61291228	LM	QUEST-X QX8801 COL.2 	QUEST-X 	39	47,58
1005	OPR.177010	61291242	LM	QUEST-X QX8810 COL.1 	QUEST-X 	31,2	38,064
1006	OPR.177012	61291256	LM	quest-x qx8813 col.2 	QUEST-X 	184,08	224,5776
1007	OPR.177013	61291263	LM	quest-x qx8813 col.3 	QUEST-X 	269,88	329,2536
1008	OPR.177124	61292103	LM	hera & luna hl859 col.1 	HERA & LUNA 	265,98	324,4956
1009	OPR.177147	61292572	LM	angelo futuro af9032 col.3 	ANGELO FUTURO 	187,98	229,3356
1010	OPR.177342	61295043	LM	hera & luna hl0851-11 col.1 	HERA & LUNA 	222,3	271,206
1011	OPR.177343	61295050	LM	hera & luna hl0851-11 col.2 	HERA & LUNA 	241,8	294,996
1012	OPR.177344	61295057	LM	HERA & LUNA HL0851-11 COL.3 	HERA & LUNA 	82,68	100,8696
1013	OPR.177345	61295064	LM	hera & luna hl0852-11 col.1 	HERA & LUNA 	193,44	235,9968
1014	OPR.177346	61295071	LM	hera & luna hl0852-11 col.2 	HERA & LUNA 	154,44	188,4168
1015	OPR.177347	61295078	LM	hera & luna hl0852-11 col.3 	HERA & LUNA 	244,14	297,8508
1016	OPR.177348	61295085	LM	hera & luna hl0852a-11 col.1 	HERA & LUNA 	190,32	232,1904
1017	OPR.177349	61295092	LM	hera & luna hl0852a-11 col.2 	HERA & LUNA 	259,74	316,8828
1018	OPR.177350	61295099	LM	hera & luna hl0852a-11 col.3 	HERA & LUNA 	205,92	251,2224
1019	OPR.177351	61295106	LM	HERA & LUNA HL0854 COL.1 	HERA & LUNA 	88,92	108,4824
1020	OPR.177352	61295113	LM	hera & luna hl0854 col.2 	HERA & LUNA 	102,18	124,6596
1021	OPR.177353	61295120	LM	hera & luna hl0854 col.3 	HERA & LUNA 	125,58	153,2076
1022	OPR.177502	61296331	LM	quest-x qx8814 col.3 	QUEST-X 	146,64	178,9008
1023	OPR.177804	61298977	LM	hera & luna hl9021 col.5 	HERA & LUNA 	190,32	232,1904
1024	OPR.178335	61302813	LM	ANGELO FUTURO AFT800-11 COL.1 	ANGELO FUTURO 	35,1	42,822
1025	OPR.178336	61302820	LM	angelo futuro aft800-11 col.2 	ANGELO FUTURO 	162,24	197,9328
1026	OPR.178337	61302827	LM	angelo futuro aft800-11 col.3 	ANGELO FUTURO 	120,12	146,5464
1027	OPR.178338	61302834	LM	angelo futuro aft807b col.1 	ANGELO FUTURO 	255,84	312,1248
1028	OPR.178339	61302841	LM	angelo futuro aft807b col.2 	ANGELO FUTURO 	302,64	369,2208
1029	OPR.178340	61302848	LM	angelo futuro aft807b col.3 	ANGELO FUTURO 	127,14	155,1108
1030	OPR.179638	61312172	LM	hera & luna hl0860 col.4 	HERA & LUNA 	132,6	161,772
1031	OPR.144285	61003332	LP	HERA & LUNA HL024 COL.2 	HERA & LUNA 	56,94	69,4668
1032	OPR.144286	61003339	LP	hera & luna hl024 col.3 	HERA & LUNA 	227,76	277,8672
1033	OPR.147102	61031920	LP	ANGELO FUTURO AF650 COL.5 	ANGELO FUTURO 	31,2	38,064
1034	OPR.147115	61032011	LP	hera & luna hl2418 col.2 	HERA & LUNA 	117,78	143,6916
1035	OPR.147116	61032018	LP	hera & luna hl2418 col.3 	HERA & LUNA 	106,86	130,3692
1036	OPR.147117	61032025	LP	hera & luna hl5052 col.1 	HERA & LUNA 	199,68	243,6096
1037	OPR.147118	61032032	LP	hera & luna hl5052 col.2 	HERA & LUNA 	237,9	290,238
1038	OPR.147119	61032039	LP	hera & luna hl5052 col.3 	HERA & LUNA 	283,92	346,3824
1039	OPR.148222	61040376	LP	angelo futuro af374 col.3 	ANGELO FUTURO 	183,3	223,626
1040	OPR.148294	61040880	LP	angelo futuro af2459 col.1 	ANGELO FUTURO 	158,34	193,1748
1041	OPR.148295	61040887	LP	angelo futuro af2459 col.2 	ANGELO FUTURO 	270,66	330,2052
1042	OPR.149569	61049840	LP	angelo futuro af2459 col.4 	ANGELO FUTURO 	136,5	166,53
1043	OPR.151556	61066892	LP	hera & luna hl5052 col.3 	HERA & LUNA 	248,82	303,5604
1044	OPR.152078	61074228	LP	angelo futuro af2022 col.2 	ANGELO FUTURO 	298,74	364,4628
1045	OPR.152079	61074235	LP	angelo futuro af2022 col.3 	ANGELO FUTURO 	205,92	251,2224
1046	OPR.152154	61074760	LP	hera & luna hlo7012 col.1 	HERA & LUNA 	113,88	138,9336
1047	OPR.152155	61074767	LP	hera & luna hlo7012 col.2 	HERA & LUNA 	301,08	367,3176
1048	OPR.152156	61074774	LP	hera & luna hlo7012 col.3 	HERA & LUNA 	127,92	156,0624
1049	OPR.153014	61084154	LP	hera & luna hl0762 col.2 	HERA & LUNA 	127,92	156,0624
1050	OPR.153015	61084161	LP	hera & luna hl0762 col.3 	HERA & LUNA 	223,86	273,1092
1051	OPR.153437	61087416	LP	angelo futuro af1748 col.3 	ANGELO FUTURO 	164,58	200,7876
1052	OPR.153440	61087437	LP	ANGELO FUTURO AF1749 COL.3 	ANGELO FUTURO 	32,76	39,9672
1053	OPR.153446	61087479	LP	angelo futuro af2045 col.3 	ANGELO FUTURO 	204,36	249,3192
1054	OPR.153451	61087514	LP	angelo futuro af-c2 col.2 	ANGELO FUTURO 	225,42	275,0124
1055	OPR.153452	61087521	LP	ANGELO FUTURO AF-C2 COL.3 	ANGELO FUTURO 	67,86	82,7892
1056	OPR.153470	61087647	LP	hera & luna hl1821 col.1 	HERA & LUNA 	174,72	213,1584
1057	OPR.153471	61087654	LP	hera & luna hl1821 col.2 	HERA & LUNA 	307,32	374,9304
1058	OPR.154211	61092841	LP	angelo futuro aft768 col.2 	ANGELO FUTURO 	238,68	291,1896
1059	OPR.154213	61092855	LP	angelo futuro aft767 col.1 	ANGELO FUTURO 	127,14	155,1108
1060	OPR.154214	61092862	LP	angelo futuro aft767 col.2 	ANGELO FUTURO 	172,38	210,3036
1061	OPR.154235	61093009	LP	hera & luna hl0775 col.1 	HERA & LUNA 	205,14	250,2708
1062	OPR.154236	61093016	LP	hera & luna hl0775 col.2 	HERA & LUNA 	224,64	274,0608
1063	OPR.154237	61093023	LP	hera & luna hl0775 col.3 	HERA & LUNA 	218,4	266,448
1064	OPR.154257	61093163	LP	angelo futuro aft766 col.1 	ANGELO FUTURO 	148,2	180,804
1065	OPR.154258	61093170	LP	ANGELO FUTURO AFT766 COL.2 	ANGELO FUTURO 	45,24	55,1928
1066	OPR.155409	61101220	LP	angelo futuro af0434 col.3 	ANGELO FUTURO 	175,5	214,11
1067	OPR.155413	61101248	LP	ANGELO FUTURO AF0878 COL.2 	ANGELO FUTURO 	81,9	99,918
1068	OPR.155423	61101318	LP	angelo futuro af0650 col.2 	ANGELO FUTURO 	201,24	245,5128
1069	OPR.155429	61101360	LP	angelo futuro af2449 col.6 	ANGELO FUTURO 	244,14	297,8508
1070	OPR.155535	61102102	LP	hera & luna hl0761 col.1 	HERA & LUNA 	249,6	304,512
1071	OPR.155538	61102123	LP	HERA & LUNA HL0026 COL.4 	HERA & LUNA 	44,46	54,2412
1072	OPR.155547	61102186	LP	hera & luna hl1785 col.3 	HERA & LUNA 	223,08	272,1576
1073	OPR.156154	61106505	LP	hera & luna hl0776 col.1 	HERA & LUNA 	190,32	232,1904
1074	OPR.156155	61106512	LP	hera & luna hl0776 col.2 	HERA & LUNA 	130,26	158,9172
1075	OPR.158227	61129801	LP	angelo futuro af0877 col.3 	ANGELO FUTURO 	258,96	315,9312
1076	OPR.158245	61130060	LP	hera & luna hl0818 col.3 	HERA & LUNA 	303,42	370,1724
1077	OPR.158756	61133861	LP	ANGELO FUTURO AFT797 COL.2 	ANGELO FUTURO 	91,26	111,3372
1078	OPR.158757	61133868	LP	angelo futuro aft797 col.3 	ANGELO FUTURO 	137,28	167,4816
1079	OPR.158837	61134449	LP	angelo futuro af0877 col.2 	ANGELO FUTURO 	154,44	188,4168
1080	OPR.158842	61134505	LP	angelo futuro aft795 col.2 	ANGELO FUTURO 	279,24	340,6728
1081	OPR.158843	61134512	LP	angelo futuro aft796 col.1 	ANGELO FUTURO 	194,22	236,9484
1082	OPR.158874	61134729	LP	hera & luna hl797 col.1 	HERA & LUNA 	108,42	132,2724
1083	OPR.158875	61134736	LP	HERA & LUNA HL797 COL.3 	HERA & LUNA 	58,5	71,37
1084	OPR.160575	61147007	LP	angelo futuro af877 col.1 	ANGELO FUTURO 	248,82	303,5604
1085	OPR.160622	61147336	LP	hera & luna hl797 col.2 	HERA & LUNA 	284,7	347,334
1086	OPR.160741	61148169	LP	quest-x qx1002 col.1 	QUEST-X 	181,74	221,7228
1087	OPR.160742	61148176	LP	QUEST-X QX1002 COL.3 	QUEST-X 	42,9	52,338
1088	OPR.160763	61148323	LP	rosa del cuore rdc0727 col.1 	ROSA DEL CUORE 	109,98	134,1756
