nazwisko,liczba
KRAMŻA,13
KRANAS,13
KRASINSKA,13
KRASNOSHCHOK,13
KRASNOVSKA,13
KRASUN,13
KRASZCZUK,13
KRATOFIL,13
KRAVCHYK,13
KRAWA,13
KREMPSKA,13
KRENGIEL,13
KRESALI,13
KRETER,13
KRETUS,13
KRIST,13
KRITSAK,13
KROMKOWSKA,13
KROMÓLSKA,13
KRONENBACH,13
KROTKIEWSKA,13
KRUMM,13
KRUMPOLC,13
KRUPIENKO,13
KRUPOK,13
KRYKOŃ,13
KRYNIGER,13
KRYROWICZ,13
KRYSZ,13
KRYSZKO,13
KRYVOSHEI,13
KRYVOSHEIEVA,13
KRYWICKA,13
KRYZIA,13
KRYŁAT,13
KRZCZUK,13
KRZESZ,13
KRZEŚCIJAŃSKA,13
KRZYCHAŁA,13
KRZYSIUK,13
KRZYSZOWICZ,13
KRZYWANIAK,13
KRZYŃSKA,13
KRĘCICHWAST,13
KRĘPUSZEWSKA,13
KSIONDZ,13
KUBAI,13
KUBAŃCZYK,13
KUBECKO,13
KUBIERECKA,13
KUBISZOK,13
KUCHAJA,13
KUCHUK,13
KUCIEŃSKA,13
KUCKIEWICZ,13
KUCUCHA,13
KUCZOWOLSKA,13
KUDALSKA,13
KUDELIA,13
KUDEŁ,13
KUDRIASHOVA,13
KUFFNER,13
KUHS,13
KULBAS,13
KULCZYC,13
KULHAWY,13
KULIBAB,13
KULIKÓW,13
KUMEJKO,13
KUMPA,13
KUNASIUK,13
KUNCZYŃSKA,13
KUNDT,13
KUNISIEWICZ,13
KUNISZEK,13
KUNST,13
KUNZA,13
KUPRIAŃCZYK,13
KUPRIIENKO,13
KUPZOK,13
KURABIAK,13
KURADCZYK,13
KURAT,13
KURATEWICZ,13
KURCBARD,13
KURECZKA,13
KURICKA,13
KURMIŁOWICZ,13
KUROBIOWSKA,13
KUROPACZEWSKA,13
KUROPESKA,13
KURTASIŃSKA,13
KURYSZKO,13
KURYŁ,13
KURZCHALS,13
KURZYCKA,13
KURĘBSKA,13
KUSHNARENKO,13
KUSSYK,13
KUSZCZUK,13
KUSZE,13
KUSZMIRUK,13
KUTALSKA,13
KUTNICKA,13
KUTRYBAŁA,13
KUTYCKA,13
KUZANOWSKA,13
KUZBYT,13
KUŹLECKA,13
KWARTO,13
KWASIEBORSKA,13
KWAŚNIUK,13
KWIECIJASZ,13
KWIECIŃSKI,13
KWINCIŃSKA,13
KWOCZYŃSKA,13
KYCIAK,13
KYSLENKO,13
KÜCHLER,13
KÜÇÜK,13
KĄTNIEWSKA,13
KĘPKO,13
KŁACZANY,13
KŁYKOW,13
KŁÓDCZYŃSKA,13
LABUSCH,13
LACHÓR,13
LACIBOROWSKA,13
LAGOCKA,13
LAHS,13
LAJNERT,13
LAJNWEBER,13
LAMM,13
LAMOWSKA,13
LANDRATKIEWICZ,13
LANKAU,13
LAPIS,13
LAPOŃ,13
LASAJ,13
LASIOWSKA,13
LASSONCZYK,13
LASSOTTA,13
LASZONKA,13
LATAS,13
LATIF,13
LATYSHEVA,13
LAUT,13
LAVI,13
LAVRENTIEVA,13
LAWAL,13
LAWĘCKA,13
LAY,13
LAZITSKAYA,13
LAZORYK,13
LAZUROWICZ,13
LEBECKA,13
LEBEDYNSKA,13
LEBIOSZ,13
LECHOJDA,13
LEDWA,13
LEES,13
LEFEVRE,13
LEGASZEWSKA,13
LEGOŃ,13
LEHNHARDT,13
LEISZNER,13
LEJDWARD,13
LELEJKO,13
LELUKIEWICZ,13
LEMAŃSKI,13
LEMEJDA,13
LENARTH,13
LEONCZYK,13
LEONKO,13
LEPIESZKIEWICZ,13
LEPIONKO,13
LEPTACZ,13
LESNOW,13
LESNÓW,13
LESZCZAR,13
LEVKIVSKA,13
LEWCZYCKA,13
LEWENHAUPT,13
LEWIEŃ,13
LIBERRA,13
LIBUMSKA,13
LICZKO,13
LICZYWEK,13
LIEDMANN,13
LIEGMAN,13
LIERA,13
LIKHACHOVA,13
LINOŻ,13
LIPSA,13
LISOWIECKA,13
LITAŃSKA,13
LITNIOWSKA,13
LITTAU,13
LOBKO,13
LOBO,13
LONGERE,13
LORANTA,13
LOTZWI,13
LOTZWIK,13
LUBARTOWSKA,13
LUBICH,13
LUBOTZKA,13
LUBY,13
LUCHAK,13
LUCIANI,13
LUCOW,13
LUCZKOWSKA,13
LUDANT,13
LUDEWICZ,13
LUDEWIG,13
LUDNICKA,13
LUECK,13
LUKASZYK,13
LUNDA,13
LUNT,13
LUPZIK,13
LURIE,13
LUSZAWA,13
LUTA,13
LUTSKO,13
LUŚNIAK,13
LVOVA,13
LYON,13
LYPA,13
LYPOVA,13
LYTVYNETS,13
LÖWE,13
LĘK,13
MACECH,13
MACIELA,13
MACIULAK,13
MACIÓW,13
MACKAY,13
MAESER,13
MAGDYCZ,13
MAGIELA,13
MAGUSIEWICZ,13
MAHUNIK,13
MAICZEK,13
MAJBAŃSKA,13
MAJCHUR,13
MAJDOSZEK,13
MAJDOSZKA,13
MAJEWSKA-NOWAK,13
MAJOK,13
MAKSIMOW,13
MAKUC,13
MALIRZ,13
MALIUTINA,13
MALKOWSKI,13
MALONEK,13
MALTA,13
MAMELSKA,13
MAMIS,13
MAMONTOWICZ,13
MAMOŃCZYK,13
MAMRUK,13
MANCHENKO,13
MANDELSKA,13
MANDYCZ,13
MANGOS,13
MANIOWCZAK,13
MARASS,13
MARCHETTI,13
MARCHILEWICZ,13
MARCIK,13
MARGIETA,13
MARINELLI,13
MARINOV,13
MARJANEK,13
MARJASZ,13
MARKEWYCZ,13
MARKOV,13
MARMUŹNIAK,13
MARNOWSKA,13
MAROSZYK,13
MAROZAVA,13
MARTINELLI,13
MARYNCHENKO,13
MARZODKO,13
MASAPUST,13
MASLAK,13
MASTALARZ,13
MASZEŃDA,13
MASŁYSZ,13
MATEMISZ,13
MATEUSZAK,13
MATEUSZCZAK,13
MATEŃSKA,13
MATIASZCZYK,13
MATIIASH,13
MATIOSZEK,13
MATJASZKO,13
MATKOWSKI,13
MATNER,13
MATOFIJ,13
MATOUSZEK,13
MATSKEVICH,13
MATTIK,13
MATTSSON,13
MATVEEVA,13
MATWIJEWICZ,13
MATYSKIEŁA,13
MAZAJKA,13
MAZAK,13
MAZAL,13
MAZE,13
MAZELAN,13
MAZGIEJKO,13
MAZUN,13
MAŁACHOW,13
MAŁAJEWICZ,13
MAŁANICZ,13
MAŁASZNIAK,13
MAŚLICHA,13
MC GRATH,13
MECHELA,13
MECKA,13
MEDIAS,13
MEDLARSKA,13
MEIK,13
MEINICKE,13
MEIR,13
MEISNEROWSKA,13
MEJEROWICZ,13
MEKSIAK,13
MELIS,13
MELNICHUK,13
MELONIK,13
MENDASIK,13
MENTLEWIAK,13
MERCIER,13
MERWIŃSKA,13
METHNER,13
METTO,13
MEUSZ,13
MEZEI,13
MEZEK,13
MEZGER,13
MIAŁCHOWSKA,13
MICHALIS,13
MICHELLA,13
MICHEŃKO,13
MICINOWSKA,13
MICKIELEWICZ,13
MIECHOŃSKA,13
MIECZ,13
MIEDZWIECKA,13
MIELIANIEC,13
MIENIUK,13
MIERCZEWSKA,13
MIERNECKA,13
MIESZTALSKA,13
MIETŁOWSKA,13
MIEZAL,13
MIEŻYŃSKA,13
MIGALA,13
MIJANOWSKA,13
MIKAJEWSKA,13
MIKIETA,13
MIKOCIK,13
MIKOSZEWSKA,13
MIKOŁAJKÓW,13
MILANICZ,13
MILCEWICZ,13
MILK,13
MILLACK,13
MILOSCH,13
MINAROWSKA,13
MINKIEL,13
MINURSKA,13
MINUTH,13
MIROSZCZUK,13
MISDZIOŁ,13
MISHCHANCHUK,13
MISIĄGIEWICZ,13
MISKO,13
MITWICKA,13
MIX,13
MIZGIEL,13
MIZYK,13
MIĄSZKIEWICZ,13
MIĘCIEL,13
MIŁKO,13
MIŚLISZ,13
MLECZYŃSKA,13
MOCHULSKA,13
MOCZOŁ,13
MOHYLOWSKA,13
MOJŻESZKO,13
MOKRECKA,13
MOLERUS,13
MOLKE,13
MOMOTIUK,13
MONARSKA,13
MONDEREK,13
MONDROCH,13
MONIOWSKA,13
MONKOWICZ,13
MONTE,13
MORAK,13
MORCIŃSKA,13
MORDEK,13
MORDOWSKA,13
MORGALA,13
MOROZENKO,13
MORZEŃSKA,13
MORZUCHOWSKA,13
MORŻKOWSKA,13
MOSIUK,13
MOSIĘŻNY,13
MOSSETTY,13
MOSTAFA,13
MOSTALLER,13
MOSTYŃSKA,13
MOSZAN,13
MOSZYCKA,13
MOTOW,13
MOTT,13
MOŁDRZIK,13
MOŻAROWSKA,13
MRAWIEC,13
MROŚKIEWICZ,13
MULARUK,13
MULDER,13
MULINEK,13
MURAVIOVA,13
MUSCHOL,13
MUSIICHUK,13
MUZYCZKO,13
MUZYKOWSKA,13
MYDLA,13
MYKHAILICHENKO,13
MYSCHI,13
MYSYSZYN,13
MYZIK,13
MYŚKA,13
MÓLL,13
MÜHLBAUER,13
MĘSKA,13
MŁODOŻEŃCA,13
MŁODZIAN,13
MŁOTOWSKA,13
MŁYNCZAK,13
NABER,13
NABOR,13
NACHOTKO,13
NADARKIEWICZ,13
NADAŁA,13
NADOBA,13
NADOBNY,13
NAGAWIECKA,13
NAGIERSKA,13
NAGIRNA,13
NAGROCKA,13
NAHIRNIAK,13
NAHIRNY,13
NAHORECKA,13
NAKAPAŁA,13
NAKHOD,13
NAKRAJNIK,13
NALBERCZYŃSKA,13
NARZA,13
NARZEKALAK,13
NASKRĘCIAK,13
NASR,13
NASTAWNY,13
NAUDZIDŁO,13
NAWAŁKA,13
NAWDZIUN,13
NAWROCIAK,13
NAYLOR,13
NEBRATENKO,13
NEIDHARDT,13
NELE,13
NERSISYAN,13
NETIACHA,13
NEUBARTH,13
NEUBER,13
NEUHAUS,13
NEUHOFF,13
NEUPANE,13
NEWIGER,13
NGUYEN NGOC,13
NGUYEN THANH,13
NIAKRASAVA,13
NICERSKA,13
NICGÓRSKA,13
NIDZWORSKA,13
NIEBERT,13
NIEBUDA,13
NIEDERLIŃSKA,13
NIEDOLAZ,13
NIEDORYS,13
NIEDZIEWICZ,13
NIEPEWNA,13
NIEPŁOCHA,13
NIERADZIŃSKA,13
NIERYCHŁY,13
NIESTRYJEWSKA,13
NIESZCZERA,13
NIEWMIERZYCKA,13
NIEWOLIŃSKA,13
NIEŚCIERONEK,13
NIKELEWSKA,13
NIKIPIROWICZ,13
NIKONOR,13
NIKREWICZ,13
NIMCHUK,13
NIMIRA,13
NINTZA,13
NISTERENKO,13
NIZIERSKA,13
NIZIOŁA,13
NIŻYGOROCKA,13
NOCHELSKA,13
NOFZ,13
NOJMANN,13
NORD,13
NORDHEIM,13
NORTH,13
NOSKOVA,13
NOSOW,13
NOSYK,13
NOVAKOVIĆ,13
NOVOKHATSKA,13
NOVOTNY,13
NOWARRA,13
NOWCZYK,13
NOWOCZYŃSKA,13
NOWOGOŃSKA,13
NOWOSIADŁYK,13
NUNZEK,13
NYKONCHUK,13
NYZIK,13
NYZNAR,13
NĘCZYŃSKA,13
NĘDZAK,13
OBODECKA,13
OBORNA,13
OBRODZKA,13
OBRZEZGIEWICZ,13
OBRZĄDKIEWICZ,13
OBUTELEWICZ,13
OBŁACZYŃSKA,13
OCHENDALSKA,13
OCHMAŃCZYK,13
OCHS,13
OCHYJ,13
ODOLAŃSKA,13
ODRAZIL,13
OFANOWSKA,13
OFICJAŁ,13
OGRODNICKA,13
OGRZYWALSKA,13
OGÓROWICZ,13
OHIIENKO,13
OHS,13
OJŻANOWSKA,13
OKLASIŃSKA,13
OKOLICZNA,13
OKSIEŃCIUK,13
OKSIEŃCZUK,13
OKURZAŁA,13
OLANOWSKA,13
OLASIEWICZ,13
OLECHOWSKI,13
OLEKSYUK,13
OLESCHKO,13
OLESZCZYSZYN,13
OLESZKIN,13
OLIZARCZYK,13
OLPETER,13
OLSON,13
OMIECINA,13
OMIECKA,13
OMONKOWSKA,13
ONDRUCH,13
ONSORGE,13
ONUSZCZUK,13
OPICZ,13
OPIELAK,13
OPPELT,13
OPPENAUER,13
ORDAN,13
ORDYCZYŃSKA,13
ORENCZUK,13
ORLAŚ,13
ORLINSKA,13
ORLYK,13
ORNAS,13
OROS,13
ORYMOWSKA,13
ORŁOWSKA-RADZIWIŁŁ,13
OSAJCA,13
OSAKOWSKA,13
OSIATYCKA,13
OSIEŁKIEWICZ,13
OSKORIP,13
OSMANN,13
OSOLINIEC,13
OSTRZONSEK,13
OSZCZEPIŃSKA,13
OSZCZĘDŁOWICZ,13
OTLINGER,13
OTRĘBUS,13
OVERCHUK,13
OVSIANNIKOVA,13
OWDZIEJ,13
OZEROVA,13
OZIERSKA,13
OZIOM,13
OZUCH,13
OŁDACHOWSKA,13
OŚLIZŁY,13
OŚLIŚLOK,13
OŚMIAŃSKA,13
OŚWAŁDOWSKA,13
OŻDŻOŃSKA,13
PACHLOWSKA,13
PACKANIK,13
PACZEŚNIOWSKA,13
PACZEŚNY,13
PADZIAK,13
PAJOWSKA,13
PAKISZ,13
PALASIŃSKA,13
PALEMBA,13
PALENICKA,13
PALESKA,13
PALLEK,13
PALMIERI,13
PALTIAN,13
PALUBITZKA,13
PALUDA,13
PANCERSKA,13
PANCHAL,13
PANCIELEJKO,13
PANFIC,13
PANFILAK,13
PANIĄCZYK,13
PANKRATZ,13
PANOWSKA,13
PANTOW,13
PANTUŁA,13
PAP,13
PAPELBON,13
PAPINIAK,13
PAPIRKOWSKA,13
PAPKALLA,13
PAPKIEWICZ,13
PARACHONIAK,13
PARADNIA,13
PARASHCHAK,13
PARLIŃSKA,13
PARTHUN,13
PARTYKIEWICZ,13
PARVI,13
PARWICKA,13
PASCHILKE,13
PASIEKO,13
PASIM,13
PASS,13
PASTYRNAK,13
PASZEWICZ,13
PASZKANIAK,13
PASZTUŁA,13
PATEROWICZ,13
PATHAK,13
PATINA,13
PATKA,13
PAVLUS,13
PAVLYSHYNA,13
PAWLINÓW,13
PAWLITKA,13
PAWOLKA,13
PAWŁOWA,13
PAŁANCEWICZ,13
PAŁASIUK,13
PAŁCIK,13
PAŻĄTKA LIPIŃSKA,13
PEDAN,13
PEDCHENKO,13
PELIK,13
PELUCH,13
PENDZIWIATR,13
PENIOWICZ,13
PENSZKAL,13
PEPIŃSKA,13
PERACKA,13
PERECHUDA,13
PEREMICKA,13
PERRONE,13
PERSTYNAK,13
PERŁO,13
PETIUK,13
PETKOVIĆ,13
PETROSJAN,13
PEŁDYJAK,13
PEŁESZ,13
PEŁESZYK,13
PEŁZOWSKA,13
PEŃŚKO,13
PEŚCIŃSKA,13
PIALIK,13
PIATENKO,13
PIATKOVSKA,13
PIDHAINA,13
PIDŁYPCZAK,13
PIECHUTOWSKA,13
PIECIUŁKO,13
PIECUSIAK,13
PIECZYKURA,13
PIECZYWODA,13
PIEKULSKA,13
PIELUCH,13
PIENIĄCY,13
PIENIĄŻK,13
PIERAGOWSKA,13
PIERARD,13
PIERCEWICZ,13
PIERUSZEK,13
PIETNOWSKA,13
PIETRANIAK,13
PIETRASIAK VEL OLSZEWSKA,13
PIETRUSZEWICZ,13
PIETRZKOWICZ,13
PIETUSZEWSKA,13
PIEŃCIOSZKO,13
PIEŃKAWA,13
PIGIEŁ,13
PIGÓRA,13
PIJUS,13
PIKARSKA,13
PIKE,13
PIKIOŁEK,13
PILICZEWSKA,13
PILIK,13
PILINDA,13
PILLAR,13
PILNIAKOWSKA,13
PILNICKA,13
PILUCHOWSKA,13
PILUS,13
PILŚĆ,13
PINAKIEWICZ,13
PINDUS,13
PINKIERT,13
PIOCHA,13
PIROŻYŃSKA,13
PISKIEWICZ,13
PISKUNOVA,13
PISOWADZKA,13
PISSAREK,13
PISZEK,13
PIWAŁEK,13
PIWUCKA,13
PIĄTECKA,13
PIŁAWSKA,13
PIŃCIUREK,13
PIŚNIAKOWSKA,13
PIŚNICKA,13
PLAKHOTNIUK,13
PLANDOWSKA,13
PLANTOWSKA,13
PLAZURA,13
PLEWACKA,13
PLEWOWSKA,13
PLOKHOTNIUK,13
POBOŻAN,13
POBUCEWICZ,13
POCIALIK,13
POCZEKAJSKA,13
PODCIARSKA,13
PODGROCKA,13
PODGRUSZEWSKA,13
PODJUK,13
PODMOSTKO,13
PODSIEBIERSKA,13
PODSIĘBIERSKA,13
PODSTAWCZUK,13
PODZEREK,13
POGANIACZ,13
POGRÓDKA,13
POGUBIŁO,13
POHREBNY,13
POLANKO,13
POLAREK,13
POLARSKA,13
POLICKA,13
POLINSKA,13
POLOWIŃSKA,13
POMA,13
POMYKAŁO,13
PONEWCZYŃSKA,13
PONOMARCZUK,13
PONOMAREVA,13
POPADYN,13
POPERECHNA,13
POPIÓŁKOWSKA,13
PORAT,13
PORTNICKA,13
PORWAŁ,13
PORZYĆ,13
POSMYKIEWICZ,13
POSPIESZAŁOWSKA,13
POSPOLITAK,13
POSSELT,13
POSTERNAK,13
POSTLEP,13
POSTOŁA,13
POSTRASZYŃSKA,13
POSZKUTA,13
POSZYWAŁA,13
POTAP,13
POTAPKO,13
POTEMBSKA,13
POTEPA,13
POTREPKO,13
POTRYKOWSKA,13
POTYCZKA,13
POVAR,13
POWAJBA,13
POWALLA,13
POWAŻNA,13
POWTAK,13
POŁYŃCZUK,13
POŁÓWKA,13
POŚLEDNIAK,13
POŻYWIŁKO,13
PRANCZKA,13
PRANIEWICZ,13
PRAŹNIEWSKA,13
PRAŻUCHA,13
PREDKIEL,13
PRENTCZYŃSKA,13
PRESCHA,13
PRETKIEL,13
PREWO,13
PREYSING,13
PROCHAZKA,13
PROKAZIUK,13
PROKOFIJ,13
PROKOPETS,13
PROKOPOVA,13
PROLAN,13
PRONCZUK,13
PROS,13
PROSKURNIA,13
PROWIZOR,13
PROZOWSKA,13
PROĆKÓW,13
PRUCHNO,13
PRUS-GŁOWACKA,13
PRUSZINSKA,13
PRYCHOCKA,13
PRYKAN,13
PRYSHLYAK,13
PRYYMAK,13
PRZEMYSŁAWSKA,13
PRZEPAŁKOWSKA,13
PRZERAZIŃSKA,13
PRZEWALSKA,13
PRZEWODA,13
PRZEWÓDZKA,13
PRZEŁUSKA,13
PRZODASZEK,13
PRZYDNIK,13
PRZYKAZKA,13
PRZYMENCKA,13
PRZYMĘSKA,13
PRZYPRAWA,13
PRZYSIĘŻNY,13
PRZYSUSZYŃSKA,13
PSZCZYŃSKA,13
PTASIUK,13
PTASZCZUK,13
PUCHA,13
PUCHAWSKA,13
PUCHEJDA,13
PUCZYK,13
PUHOWSKA,13
PUKAR,13
PUKIS,13
PULINA,13
PURPUROWICZ,13
PURZYC,13
PUSZKARUK,13
PUŁJAN,13
PYJKO,13
PYLYPCHAK,13
PYROZHENKO,13
PYRZEWICZ,13
PYSCHIK,13
PYSCHNY,13
PYSYK,13
PYSZOWSKA,13
PYZIEL,13
PYŚKA,13
PĘCKOWSKA,13
PĘCZUŁA,13
PĘDOŁA,13
PĘDZISZCZAK,13
PŁANECKA,13
PŁASKOCZYŃSKA,13
PŁATONOW,13
PŁAZIEŃSKA,13
PŁAŻEK,13
PŁOWA,13
PŁUKAR,13
PŁYTNIK,13
PŁÓDOWSKA,13
QUACH,13
RACJAN,13
RACZKOSKA,13
RADLOK,13
RADYSZKIEWICZ,13
RAGANIEWICZ,13
RAJMUNIAK,13
RAJNFUS,13
RAKOSKA,13
RAKOSZEK,13
RAKUSA-SUSZCZEWSKA,13
RAMAZANOVA,13
RAMULEWICZ,13
RANDLA,13
RANGNO,13
RANICZKOWSKA,13
RANKAU,13
RANUSZKIEWICZ,13
RAPPKE,13
RASKE,13
RAUBAL,13
RAUDO,13
RAUNMIAGI,13
RAUSCHER,13
RAUSIŃSKA,13
RAWCZYŃSKA,13
RAWICZ-STANOWSKA,13
RAYZACHER,13
RAZIMOWICZ,13
RAZTAWICKA,13
RAŃCIA,13
RECHLIŃSKA,13
REDEŁ,13
REDIGER,13
REDLIK,13
REICHE,13
REINGRUBER,13
REISKA,13
REJTAN,13
REJWER,13
RENDUDA,13
RENNACK,13
RENOWSKA,13
RENTFLEISZ,13
REPSKA,13
REPTA,13
REPUCHA,13
RERUTKIEWICZ,13
RESHETNIK,13
RESHETNYK,13
RESHETYLO,13
RESTERNIAK,13
RESZYŃSKA,13
RETEK,13
RETES,13
RETINGER,13
RETZA,13
REWKIEWICZ,13
REWKO,13
REX,13
REZNIKOVA,13
REŃ,13
RICHAU,13
RIESE,13
RINALDI,13
RITTNER,13
RODO,13
ROGOWA,13
ROGUŁA,13
ROGUŻ,13
ROGÓYSKA,13
ROJCZAK,13
ROKICIAŃSKA,13
ROKOSIEWICZ,13
ROKOSIK,13
ROLIKOWSKA,13
ROLIRAT,13
ROLLAND,13
ROMANOWA,13
ROMANSEWICZ,13
ROMINIECKA,13
ROMUK-WODORACKA,13
RONDA,13
ROOB,13
ROSENBAJGER,13
ROSTAJEWSKA,13
ROSTKOWSKI,13
ROSWORA,13
ROSZ,13
ROSZIEWSKA,13
ROSZOWSKA,13
ROTBART,13
ROTENBERG,13
ROTMANN,13
ROTOWSKA,13
ROTTERMUND,13
ROWKA,13
ROZENAU,13
ROZENKOWSKA,13
ROZLAŁ,13
ROZMIŁOWSKA,13
ROZMUND,13
ROZUMNIK,13
ROŚLEWSKA,13
ROŚLIŃSKA,13
RUBAŃSKA,13
RUBELEK,13
RUBICZ,13
RUCHEWICZ,13
RUFERT,13
RUGGIERO,13
RUMIEŃSKA,13
RUNIEC,13
RUPALSKA,13
RUPIEĆ,13
RURATOWSKA,13
RUSIECKI,13
RUSIŁKO,13
RUTAWSKA,13
RUTYŃSKA,13
RUŻKIEWICZ,13
RYBEK,13
RYBOŁOWIK,13
RYCHARD,13
RYLING,13
RYLUKOWSKA,13
RYMKOWSKA,13
RYMSZO,13
RYPALA,13
RYPSON,13
RYSS,13
RYU,13
RYZENWEBER,13
RYZHKO,13
RYŻA,13
RZAMEK,13
RZESZÓDKO,13
RZEZAŁA,13
RZYCHA,13
RZYŁA,13
RZYŚKO,13
RZĘDARSKA,13
RZĘSICKA,13
RÁCZ,13
RÓLCZYŃSKA,13
RÓSZKOWSKA,13
RĘCZYCKA,13
RĘKAŚ,13
SABASTYN,13
SABOROWSKA,13
SACZAŁA,13
SACZKOW,13
SADIQ,13
SADULAK,13
SADUNIOWSKA,13
SADYKOVA,13
SAGANOWICZ,13
SAGI,13
SAIDOWSKA,13
SAJDAKOWSKA,13
SAKHNEVYCH,13
SAKOWSKI,13
SALIKHOVA,13
SALMON,13
SALZWEDEL,13
SAMI,13
SAMIN,13
SAMOTKA,13
SAMOTUS,13
SAMULA,13
SANIUTA,13
SANO,13
SAPIEGIN,13
SAPOŻNIKOW,13
SARACHMAN,13
SARIKAYA,13
SARNAKOWSKA,13
SARWACKA,13
SASAKI,13
SASANOWICZ,13
SATSIUK,13
SAWAJDA,13
SAWASZKIEWICZ,13
SAWELIEW,13
SAWKUŁYCZ,13
SAWRAS,13
SAŁACHUB,13
SAŁADYK,13
SAŁANKO,13
SAŁAPSKA,13
SAŁASZEWSKA,13
SAŁDACZ,13
SAŁOWSKA,13
SCHAAR,13
SCHAFFARCZYK,13
SCHANZ,13
SCHARFENBERG,13
SCHEMMEL,13
SCHEPPER,13
SCHERF,13
SCHIELMANN,13
SCHINZEL,13
SCHITTKO,13
SCHIWON,13
SCHLECHT,13
SCHLEIFER,13
SCHLITZKE,13
SCHLUTT,13
SCHMALZ,13
SCHMIED,13
SCHMIEDEL,13
SCHMYDKE,13
SCHNOTALE,13
SCHNURA,13
SCHUBRING,13
SCHULFER,13
SCHURMANN,13
SCHUTTA,13
SCHWANITZ,13
SCHWENGLER,13
SCHWERTNER,13
SCHÜLLER,13
SCHŐNFELD,13
SCIEPURO,13
SCISEŁ,13
SEBASTJANIUK,13
SECHAWER,13
SEGENIEC,13
SELIM,13
SELWOCKA,13
SEMENCZUK,13
SEMENKO,13
SEMENOVYCH,13
SEMOTIUK,13
SEMPOLSKA,13
SENUS,13
SERAFINI,13
SERAFIŃCZUK,13
SERBAN,13
SEREWIS,13
SETKIEWICZ,13
SETZER,13
SEUL,13
SEVASTIANOVA,13
SEŃSKA,13
SHAFRAN,13
SHAFRANSKA,13
SHAHAR,13
SHAKH,13
SHAN,13
SHARUN,13
SHERSHEN,13
SHERWOOD,13
SHESTOPALOVA,13
SHETTY,13
SHIELDS,13
SHOLOKHOVA,13
SHUTKO,13
SIDHU,13
SIDORCZAK,13
SIDOROVA,13
SIEBEL,13
SIEBERS,13
SIEBLER,13
SIEDLOCZEK,13
SIEJIŃSKA,13
SIELIŁO,13
SIELWIESIUK,13
SIEMIESZ,13
SIEMIONKOWSKA,13
SIEMONIAK,13
SIENIEWSKA,13
SIEPIELEWSKA,13
SIEPSKA,13
SIERBIN,13
SIERDA,13
SIEREDA,13
SIERON,13
SIEVERS,13
SIEWICKA,13
SIEWKA,13
SIGNERSKA,13
SILAWKO,13
SILLER,13
SIMCHUK,13
SIMJAK,13
SIMSAK,13
SINDEREWICZ,13
SINHA,13
SINICZYN,13
SINITSYNA,13
SIPUTA,13
SIRZISKO,13
SITASZ,13
SIUDACZ,13
SIWOR,13
SIĘGA,13
SJÖBERG,13
SKAFAREK,13
SKALI,13
SKARŻEWSKA,13
SKIERAKOWSKA,13
SKIRBISZEWSKA,13
SKLARZ,13
SKLENARSKA,13
SKOBLOWSKA,13
SKONICKA,13
SKORNOWICZ,13
SKORYBANDA,13
SKROBUT,13
SKRZAK,13
SKRZYPKA,13
SKUDLARA,13
SKULICZ,13
SKUNKA,13
SKÓRZANKA,13
SLAWINSKI,13
SLEMP,13
SLEWCZUK,13
SLIWINSKI,13
SLOSARCZYK,13
SLĘZAK,13
SMAGLIJENKO,13
SMEJLIK,13
SMOLANOWICZ,13
SMORGOLEWSKA,13
SNAJCZUK,13
SNITA,13
SNOPKOWICZ,13
SOBAJDA,13
SOBIANOWSKA,13
SOBIEŚCIAK,13
SOBOCIAK,13
SOBOCINSKA,13
SOBOLIK,13
SOCHOLIK,13
SOCZYWKO,13
SODULSKA,13
SODÓR,13
SOJAT,13
SOKAŃSKA,13
SOKOLI,13
SOLDATENKO,13
SOMPOR,13
SOOD,13
SOPELAK,13
SOROTIUK,13
SOSNIK,13
SOSTEK,13
SOTYŃ,13
SOUCZEK,13
SOWISLO,13
SOŁCZYK,13
SOŁOMIEWICZ,13
SOŁTYSKA,13
SOŃKO,13
SOŚLER,13
SPACJER,13
SPALK,13
SPARTA,13
SPASIEWICZ,13
SPIEHS,13
SPIESZNA,13
SPIROWSKA,13
SPITAL,13
SPLETTER,13
SPORN,13
SPRYŚ,13
SPURKA,13
SPYCHAŁOWICZ,13
SROCZYŃSKI,13
SROGI,13
STACEY,13
STACHLIŃSKA,13
STACHOWIECKA,13
STACHOWSKI,13
STADERSKA,13
STAMIRSKA,13
STANCELEWICZ,13
STANGL,13
STANGRECZAK,13
STANKEVIČ,13
STANOWIŃSKA,13
STANUL,13
STARIKOVA,13
STARONIEWICZ,13
STAROSCZYK,13
STAROSTENKO,13
STARYCZENKOW,13
STAS,13
STASENKO,13
STASIOR,13
STAUDE,13
STAWAREK,13
STAWIARSKI,13
STAWICZNA,13
STAŃCZY,13
STAŚKIELUNAS,13
STECIĄG,13
STEFKA,13
STEIMAN,13
STEK,13
STENNER,13
STEPAŃSKA,13
STEPCHUK,13
STEPHANI,13
STERCZAŁA,13
STERLUS,13
STERMOLEWSKA,13
STIEPANOW,13
STIER,13
STOCHOWSKA,13
STODOLKA,13
STOKES,13
STOKOWACKA,13
STOLTNY,13
STOLZENBURG,13
STOMPIOŁ,13
STORCK,13
STOŁOWCZYK,13
STRACKE,13
STRAJK,13
STRAKSZYC,13
STRAMKOWSKA,13
STRATY,13
STREFNER,13
STREHLOW,13
